Supplier Name,Mandatory Restrictions,Reporting Month,Total Population Served, REPORTED Total Monthly Potable Water Production Reporting Month , REPORTED Total Monthly Potable Water Production 2013 ,REPORTED Monthly CII,REPORTED Monthly Ag Use Reporting Month,Conservation Standard (starting in June 2015) *Adjusted in March 2016 **Revised in June 2016,CALCULATED Total Monthly Potable Water Production Reporting Month Gallons,CALCULATED Total Monthly Potable Water Production 2013 Gallons,CALCULATED Monthly CII Reporting Month,% Residential Use,Hydrologic Region
Fallbrook Public Utility District,Yes,9/15/14," 34,894 ",1397,1454.2,,,NULL," 455,214,444 "," 473,853,145 ", Null , 46 ,South Coast
Fallbrook Public Utility District,Yes,8/15/14," 34,894 ",1347.5,1514.9,,,NULL," 439,084,798 "," 493,632,327 ", Null , 54 ,South Coast
Fallbrook Public Utility District,Yes,7/15/14," 34,894 ",1420.8,1513,,,NULL," 462,969,707 "," 493,013,209 ", Null , 55 ,South Coast
Fallbrook Public Utility District,Yes,6/15/14," 34,894 ",1238.9,1307,,,NULL," 403,697,333 "," 425,887,815 ", Null , 56 ,South Coast
Morgan Hill  City of,Yes,10/15/16," 43,645 ",191700000,291431000,21570325,0,0%," 191,700,000 "," 291,431,000 "," 21,570,325 ", 62 ,Central Coast
Morgan Hill  City of,Yes,9/15/16," 43,645 ",241441000,311039000,21701724,0,0%," 241,441,000 "," 311,039,000 "," 21,701,724 ", 64 ,Central Coast
Morgan Hill  City of,Yes,8/15/16," 43,645 ",259168000,317894000,20057620,0,0%," 259,168,000 "," 317,894,000 "," 20,057,620 ", 58 ,Central Coast
Morgan Hill  City of,Yes,7/15/16," 43,645 ",266213000,363519000,22951632,0,0%," 266,213,000 "," 363,519,000 "," 22,951,632 ", 64 ,Central Coast
Morgan Hill  City of,Yes,6/15/16," 43,645 ",232750000,295685000,19644724,0,0%," 232,750,000 "," 295,685,000 "," 19,644,724 ", 62 ,Central Coast
Morgan Hill  City of,Yes,5/15/16," 43,645 ",181179000,307178000,19545240,0,27%," 181,179,000 "," 307,178,000 "," 19,545,240 ", 67 ,Central Coast
Morgan Hill  City of,Yes,4/15/16," 43,645 ",138590000,243664000,19606576,0,27%," 138,590,000 "," 243,664,000 "," 19,606,576 ", 69 ,Central Coast
Morgan Hill  City of,Yes,3/15/16," 43,645 ",106043000,171972000,17119725,0,27%," 106,043,000 "," 171,972,000 "," 17,119,725 ", 69 ,Central Coast
Morgan Hill  City of,Yes,2/15/16," 41,779 ",96930000,119439000,17293012,0,28%," 93,587,586 "," 119,439,000 "," 16,696,701 ", 63 ,Central Coast
Morgan Hill  City of,Yes,1/15/16," 41,779 ",99724000,105299000,15969052,0,28%," 99,724,000 "," 105,299,000 "," 15,969,052 ", 59 ,Central Coast
Morgan Hill  City of,Yes,12/15/15," 41,779 ",104167000,168649000,18097112,0,28%," 104,167,000 "," 168,649,000 "," 18,097,112 ", 54 ,Central Coast
Morgan Hill  City of,Yes,11/15/15," 41,779 ",117655000,216579000,20519385,0,28%," 117,655,000 "," 216,579,000 "," 20,519,385 ", 49 ,Central Coast
Morgan Hill  City of,Yes,10/15/15," 41,779 ",188773000,216579000,20973920,0,28%," 188,773,000 "," 216,579,000 "," 20,973,920 ", 54 ,Central Coast
Morgan Hill  City of,Yes,9/15/15," 41,779 ",199689000,311039000,20141000,0,28%," 199,689,000 "," 311,039,000 "," 20,141,000 ", 54 ,Central Coast
Morgan Hill  City of,Yes,8/15/15," 41,779 ",208955000,317894000,20443588,0,28%," 208,955,000 "," 317,894,000 "," 20,443,588 ", 64 ,Central Coast
Morgan Hill  City of,Yes,7/15/15," 41,779 ",210367000,363519000,20731568,0,28%," 210,367,000 "," 363,519,000 "," 20,731,568 ", 65 ,Central Coast
Morgan Hill  City of,Yes,6/15/15," 41,779 ",193482000,295685000,19976088,0,28%," 193,482,000 "," 295,685,000 "," 19,976,088 ", 58 ,Central Coast
Morgan Hill  City of,Yes,5/15/15," 41,779 ",192310000,307178000,18328000,0,NULL," 192,310,000 "," 307,178,000 "," 18,328,000 ", 55 ,Central Coast
Morgan Hill  City of,Yes,4/15/15," 41,779 ",148621000,243664000,17015504,0,NULL," 148,621,000 "," 243,664,000 "," 17,015,504 ", 64 ,Central Coast
Morgan Hill  City of,Yes,2/15/15," 40,807 ",115579000,119439000,,,NULL," 115,579,000 "," 119,439,000 ", Null , 70 ,Central Coast
Morgan Hill  City of,Yes,1/15/15," 40,807 ",113289000,178076000,,,NULL," 113,289,000 "," 178,076,000 ", Null , 70 ,Central Coast
Morgan Hill  City of,Yes,12/15/14," 40,807 ",108452000,168649000,,,NULL," 108,452,000 "," 168,649,000 ", Null , 68 ,Central Coast
Morgan Hill  City of,Yes,11/15/14," 40,807 ",126585000,216579000,,,NULL," 126,585,000 "," 216,579,000 ", Null , 67 ,Central Coast
Morgan Hill  City of,Yes,10/15/14," 40,807 ",221176000,291431000,,,NULL," 221,176,000 "," 291,431,000 ", Null , 56 ,Central Coast
Morgan Hill  City of,Yes,9/15/14," 40,807 ",269111000,311039000,,,NULL," 269,111,000 "," 311,039,000 ", Null , 66 ,Central Coast
Morgan Hill  City of,Yes,8/15/14," 40,807 ",277163000,317894000,,,NULL," 277,163,000 "," 317,894,000 ", Null , 59 ,Central Coast
Morgan Hill  City of,Yes,7/15/14," 40,807 ",300612000,363519000,,,NULL," 300,612,000 "," 363,519,000 ", Null , 57 ,Central Coast
Morgan Hill  City of,Yes,6/15/14," 40,807 ",254122000,295685000,,,NULL," 254,122,000 "," 295,685,000 ", Null , 88 ,Central Coast
Valley Center Municipal Water District,Yes,10/15/16," 25,608 ",2230.4,2223.1,147.2,1608.1,0%," 202,777,343 "," 236,144,529 "," 47,965,330 ", 21 ,South Coast
Valley Center Municipal Water District,Yes,9/15/16," 25,608 ",2246.7,3299.3,170.7,1557,0%," 224,739,729 "," 333,280,840 "," 55,622,839 ", 23 ,South Coast
Valley Center Municipal Water District,Yes,8/15/16," 25,608 ",2734,3333.3,202.3,1957.5,0%," 253,023,633 "," 350,844,231 "," 65,919,744 ", 21 ,South Coast
Valley Center Municipal Water District,Yes,7/15/16," 25,608 ",2798.2,3301.1,181.9,2031.5,0%," 249,830,289 "," 321,615,358 "," 59,272,375 ", 21 ,South Coast
Valley Center Municipal Water District,Yes,6/15/16," 25,608 ",2470.3,3170.2,160.6,1788.5,0%," 222,165,503 "," 372,904,373 "," 52,331,739 ", 21 ,South Coast
Valley Center Municipal Water District,Yes,5/15/16," 25,530 ",1732.2,2716.1,103.9,1262.8,28%," 152,954,660 "," 267,295,926 "," 33,855,963 ", 21 ,South Coast
Valley Center Municipal Water District,Yes,4/15/16," 25,530 ",1519,2420.3,77.5,1121,28%," 129,688,868 "," 211,347,236 "," 25,253,486 ", 21 ,South Coast
Valley Center Municipal Water District,Yes,3/15/16," 25,530 ",1205,1726.5,73.5,851.9,28%," 115,058,139 "," 181,140,808 "," 23,950,080 ", 23 ,South Coast
Valley Center Municipal Water District,Yes,2/15/16," 25,530 ",1387.2,960.7,65.2,1022.4,36%," 114,771,614 "," 94,236,233 "," 20,512,909 ", 22 ,South Coast
Valley Center Municipal Water District,Yes,1/15/16," 25,522 ",620.7,1177.6,53.4,330.8,36%," 94,464,329 "," 160,384,072 "," 17,400,466 ", 38 ,South Coast
Valley Center Municipal Water District,Yes,12/15/15," 25,522 ",993.7,1776.9,65.6,714.5,36%," 90,977,718 "," 172,538,331 "," 21,375,854 ", 22 ,South Coast
Valley Center Municipal Water District,Yes,11/15/15," 25,500 ",1508.4,1717.7,107.1,1092.1,36%," 135,651,949 "," 181,922,852 "," 34,898,688 ", 21 ,South Coast
Valley Center Municipal Water District,Yes,10/15/15," 25,502 ",1869.2,2223.1,134.6,1259.8,36%," 198,573,860 "," 229,627,501 "," 43,859,602 ", 25 ,South Coast
Valley Center Municipal Water District,Yes,9/15/15," 25,458 ",1956.2,3299.3,131.1,1437.8,36%," 168,921,380 "," 333,280,840 "," 42,719,122 ", 20 ,South Coast
Valley Center Municipal Water District,Yes,8/15/15," 25,458 ",2491.5,3333.3,176.9,1783.9,36%," 230,572,470 "," 350,844,231 "," 57,643,117 ", 21 ,South Coast
Valley Center Municipal Water District,Yes,7/15/15," 25,455 ",1903.3,3301.3,119.9,1391.3,36%," 166,835,931 "," 321,680,529 "," 39,069,586 ", 21 ,South Coast
Valley Center Municipal Water District,Yes,6/15/15," 25,394 ",2253.7,3170.2,146.5,1661,36%," 193,132,141 "," 305,778,979 "," 47,737,234 ", 20 ,South Coast
Valley Center Municipal Water District,Yes,5/15/15," 25,342 ",1401.2,2716.1,105.5,982.7,NULL," 456,583,020 "," 885,045,061 "," 34,377,326 ", 22 ,South Coast
Valley Center Municipal Water District,Yes,4/15/15," 25,378 ",2214.3,2420.3,161.6,1634.2,NULL," 721,532,815 "," 788,658,209 "," 52,657,591 ", 19 ,South Coast
Valley Center Municipal Water District,Yes,3/15/15," 25,378 ",1845.7,1726.5,151.3,1232.9,NULL," 601,423,979 "," 562,582,489 "," 49,301,321 ", 25 ,South Coast
Valley Center Municipal Water District,Yes,2/15/15," 25,378 ",1541.4,960.7,101.7,1145.3,NULL," 502,267,390 "," 313,045,466 "," 33,139,090 ", 19 ,South Coast
Valley Center Municipal Water District,Yes,1/15/15," 25,378 ",1124.1,1177.6,70.8,710.4,NULL," 366,289,589 "," 383,722,640 "," 23,070,281 ", 31 ,South Coast
Valley Center Municipal Water District,Yes,12/15/14," 25,378 ",569,1776.9,,,NULL," 185,409,462 "," 579,005,401 ", Null , 27 ,South Coast
Valley Center Municipal Water District,Yes,11/15/14," 25,378 ",2004.6,1717.7,,,NULL," 653,201,771 "," 559,714,996 ", Null , 21 ,South Coast
Valley Center Municipal Water District,Yes,10/15/14," 25,378 ",2968,2223.1,,,NULL," 967,127,035 "," 724,400,307 ", Null , 20 ,South Coast
Valley Center Municipal Water District,Yes,9/15/14," 25,378 ",3303.5,3299.3,,,NULL," 1,076,450,189 "," 1,075,081,613 ", Null , 20 ,South Coast
Valley Center Municipal Water District,Yes,8/15/14," 25,378 ",3125.7,3333.3,,,NULL," 1,018,513,805 "," 1,086,160,562 ", Null , 22 ,South Coast
Valley Center Municipal Water District,Yes,7/15/14," 25,378 ",3246.9,3301.1,,,NULL," 1,058,006,998 "," 1,075,668,146 ", Null , 23 ,South Coast
Valley Center Municipal Water District,Yes,6/15/14," 25,378 ",2980.5,3170.2,,,NULL," 971,200,178 "," 1,033,014,194 ", Null , 21 ,South Coast
Beaumont-Cherry Valley Water District,No,10/15/16," 43,111 ",1017.38,1139.24,91.8,,0%," 331,514,725 "," 371,222,980 "," 29,913,161 ", 67 ,South Coast
Beaumont-Cherry Valley Water District,No,9/15/16," 43,111 ",1136.33,1443.12,95.93,,0%," 370,274,752 "," 470,242,711 "," 31,258,927 ", 72 ,South Coast
Beaumont-Cherry Valley Water District,No,8/15/16," 43,111 ",1370.78,1378,109.33,,0%," 446,670,619 "," 449,023,266 "," 35,625,337 ", 70 ,South Coast
Beaumont-Cherry Valley Water District,No,7/15/16," 43,111 ",1337.02,1526.81,107.94,,0%," 435,669,875 "," 497,513,217 "," 35,172,403 ", 66 ,South Coast
Beaumont-Cherry Valley Water District,No,6/15/16," 43,111 ",1146.2,1461.1,89.22,,0%," 373,490,906 "," 476,101,520 "," 29,072,464 ", 67 ,South Coast
Beaumont-Cherry Valley Water District,Yes,5/15/16," 43,111 ",806.55,1264.32,66.46,,32%," 262,815,468 "," 411,980,476 "," 21,656,086 ", 68 ,South Coast
Beaumont-Cherry Valley Water District,Yes,4/15/16," 43,111 ",668.42,1019.4,64.48,,32%," 217,805,611 "," 332,172,945 "," 21,010,900 ", 67 ,South Coast
Beaumont-Cherry Valley Water District,Yes,3/15/16," 43,111 ",653.6,810.73,59.43,,32%," 212,976,493 "," 264,177,527 "," 19,365,350 ", 68 ,South Coast
Beaumont-Cherry Valley Water District,Yes,2/15/16," 43,111 ",630.9,547,55.98,,36%," 198,490,711 "," 178,240,731 "," 17,612,157 ", 74 ,South Coast
Beaumont-Cherry Valley Water District,Yes,1/15/16," 43,111 ",537.05,596.6,49.17,,36%," 174,998,509 "," 194,402,961 "," 16,022,115 ", 73 ,South Coast
Beaumont-Cherry Valley Water District,Yes,12/15/15," 43,111 ",620.1,753.1,62.58,,36%," 202,060,470 "," 245,398,710 "," 20,391,782 ", 73 ,South Coast
Beaumont-Cherry Valley Water District,Yes,11/15/15," 42,353 ",719.44,894.3,191.04,,36%," 234,430,551 "," 291,408,931 "," 62,250,657 ", 75 ,South Coast
Beaumont-Cherry Valley Water District,Yes,10/15/15," 43,111 ",854.51,1139.24,118.84,,36%," 278,443,303 "," 371,222,980 "," 38,724,184 ", 75 ,South Coast
Beaumont-Cherry Valley Water District,Yes,9/15/15," 43,111 ",995,1443.12,63.79,,36%," 324,222,170 "," 470,242,711 "," 20,786,063 ", 81 ,South Coast
Beaumont-Cherry Valley Water District,Yes,8/15/15," 43,111 ",1072.7,1378,114.51,,36%," 349,540,826 "," 449,023,266 "," 37,313,247 ", 66 ,South Coast
Beaumont-Cherry Valley Water District,Yes,7/15/15," 43,111 ",1088.87,1526.8,66.19,,36%," 354,809,843 "," 497,509,959 "," 21,568,106 ", 59 ,South Coast
Beaumont-Cherry Valley Water District,Yes,6/15/15," 43,111 ",1081.2,1461.1,80.26,,36%," 352,310,563 "," 476,101,520 "," 26,152,836 ", 48 ,South Coast
Beaumont-Cherry Valley Water District,Yes,5/15/15," 43,111 ",793.23,1264.3,62.51,0,NULL," 258,475,127 "," 411,973,959 "," 20,368,973 ", 77 ,South Coast
Beaumont-Cherry Valley Water District,Yes,4/15/15," 43,111 ",921.52,1019.3,,,NULL," 300,278,607 "," 332,140,360 ", Null , 55 ,South Coast
Beaumont-Cherry Valley Water District,Yes,3/15/15," 43,111 ",832.27,810.73,,,NULL," 271,196,367 "," 264,177,527 ", Null , 52 ,South Coast
Beaumont-Cherry Valley Water District,Yes,2/15/15," 42,353 ",682.44,547,,,NULL," 222,374,048 "," 178,240,731 ", Null , 58 ,South Coast
Beaumont-Cherry Valley Water District,Yes,1/15/15," 42,353 ",636.26,592.56,,,NULL," 207,326,229 "," 193,086,522 ", Null , 79 ,South Coast
Beaumont-Cherry Valley Water District,Yes,12/15/14," 42,353 ",548.19,753.05,,,NULL," 178,628,494 "," 245,382,417 ", Null , 74 ,South Coast
Beaumont-Cherry Valley Water District,Yes,11/15/14," 42,353 ",899.31,894.4,,,NULL," 293,041,447 "," 291,441,516 ", Null , 74 ,South Coast
Beaumont-Cherry Valley Water District,Yes,10/15/14," 42,353 ",1193.4,1139.2,,,NULL," 388,871,093 "," 371,209,946 ", Null , 64 ,South Coast
Beaumont-Cherry Valley Water District,Yes,9/15/14," 42,353 ",1230,1443,,,NULL," 400,797,255 "," 470,203,609 ", Null , 36 ,South Coast
Beaumont-Cherry Valley Water District,Yes,8/15/14," 42,353 ",1316.7,1378,,,NULL," 429,048,574 "," 449,023,266 ", Null , 90 ,South Coast
Beaumont-Cherry Valley Water District,Yes,7/15/14," 42,353 ",1597.3,1526.8,,,NULL," 520,482,484 "," 497,509,959 ", Null , 100 ,South Coast
Beaumont-Cherry Valley Water District,Yes,6/15/14," 42,353 ",1530.4,1461.1,,,NULL," 498,683,024 "," 476,101,520 ", Null , 100 ,South Coast
Redwood City  City of,Yes,10/15/16," 87,696 ",275350,364139,66265,0,0%," 205,976,104 "," 272,394,888 "," 49,569,662 ", 73 ,San Francisco Bay
Redwood City  City of,Yes,9/15/16," 87,696 ",356119,404448,61210,0,0%," 266,395,512 "," 302,548,114 "," 45,788,260 ", 70 ,San Francisco Bay
Redwood City  City of,No,8/15/16," 87,023 ",361857,520604,70291,0,0%," 270,687,834 "," 389,438,836 "," 52,581,319 ", 69 ,San Francisco Bay
Redwood City  City of,No,7/15/16," 87,023 ",409553,456036,75225,0,0%," 306,366,919 "," 341,138,618 "," 56,272,208 ", 67 ,San Francisco Bay
Redwood City  City of,No,6/15/16," 87,696 ",402371,515092,72695,0,0%," 300,994,410 "," 385,315,574 "," 54,379,636 ", 66 ,San Francisco Bay
Redwood City  City of,Yes,5/15/16," 87,696 ",344128,443417,68283,0,8%," 257,425,621 "," 331,698,951 "," 51,079,231 ", 65 ,San Francisco Bay
Redwood City  City of,Yes,4/15/16," 87,696 ",275661,432313,61478,0,8%," 206,208,748 "," 323,392,582 "," 45,988,738 ", 67 ,San Francisco Bay
Redwood City  City of,Yes,3/15/16," 87,696 ",280033,337326,54411,0,8%," 209,479,231 "," 252,337,371 "," 40,702,255 ", 73 ,San Francisco Bay
Redwood City  City of,,2/15/16," 87,696 ",258272,256053,58534,0,8%," 186,538,774 "," 191,540,945 "," 42,276,594 ", 71 ,San Francisco Bay
Redwood City  City of,Yes,1/15/16," 87,696 ",211609,247067,58268,0,8%," 158,294,525 "," 184,818,951 "," 43,587,491 ", 73 ,San Francisco Bay
Redwood City  City of,Yes,12/15/15," 87,696 ",225479,322243,50832,0,8%," 168,670,005 "," 241,054,504 "," 38,024,977 ", 76 ,San Francisco Bay
Redwood City  City of,Yes,11/15/15," 87,696 ",249445,290884,67890,0,8%," 186,597,818 "," 217,596,343 "," 50,785,247 ", 72 ,San Francisco Bay
Redwood City  City of,Yes,10/15/15," 87,696 ",291145,364139,76029,0,8%," 217,791,584 "," 272,394,888 "," 56,873,642 ", 69 ,San Francisco Bay
Redwood City  City of,Yes,9/15/15," 87,696 ",337849,404448,72306,0,8%," 252,728,603 "," 302,548,114 "," 54,088,644 ", 67 ,San Francisco Bay
Redwood City  City of,Yes,8/15/15," 87,696 ",302178,520604,75084,0,8%," 226,044,842 "," 389,438,836 "," 56,166,732 ", 67 ,San Francisco Bay
Redwood City  City of,Yes,7/15/15," 87,696 ",391101,456036,75113,0,8%," 292,563,865 "," 341,138,618 "," 56,188,426 ", 66 ,San Francisco Bay
Redwood City  City of,Yes,6/15/15," 87,696 ",313686,515092,63335,0,8%," 234,653,423 "," 385,315,574 "," 47,377,870 ", 69 ,San Francisco Bay
Redwood City  City of,Yes,5/15/15," 87,696 ",313259,443417,60979,0,NULL," 234,334,005 "," 331,698,951 "," 45,615,460 ", 70 ,San Francisco Bay
Redwood City  City of,Yes,4/15/15," 87,696 ",301060,432313,,,NULL," 225,208,519 "," 323,392,582 ", Null , 68 ,San Francisco Bay
Redwood City  City of,Yes,3/15/15," 87,696 ",328206,337326,,,NULL," 245,515,138 "," 252,337,371 ", Null , 69 ,San Francisco Bay
Redwood City  City of,Yes,2/15/15," 87,696 ",253066,256053,,,NULL," 189,306,514 "," 191,540,945 ", Null , 72 ,San Francisco Bay
Redwood City  City of,Yes,1/15/15," 87,696 ",258708,247067,,,NULL," 193,527,023 "," 184,818,951 ", Null , 72 ,San Francisco Bay
Redwood City  City of,Yes,12/15/14," 87,696 ",231390,322243,,,NULL," 173,091,740 "," 241,054,504 ", Null , 78 ,San Francisco Bay
Redwood City  City of,Yes,11/15/14," 87,696 ",249608,290884,,,NULL," 186,719,751 "," 217,596,343 ", Null , 73 ,San Francisco Bay
Redwood City  City of,Yes,10/15/14," 84,557 ",265375,364139,,,NULL," 198,514,286 "," 272,394,888 ", Null , 71 ,San Francisco Bay
Redwood City  City of,Yes,9/15/14," 84,557 ",334820,404448,,,NULL," 250,462,753 "," 302,548,114 ", Null , 69 ,San Francisco Bay
Redwood City  City of,Yes,8/15/14," 87,696 ",431070,520604,,,NULL," 322,462,753 "," 389,438,836 ", Null , 52 ,San Francisco Bay
Redwood City  City of,Yes,7/15/14," 84,557 ",423522,456036,,,NULL," 316,816,457 "," 341,138,618 ", Null , 50 ,San Francisco Bay
Redwood City  City of,Yes,6/15/14," 84,557 ",465568,515092,,,NULL," 348,269,049 "," 385,315,574 ", Null , 52 ,San Francisco Bay
Lemoore  City of,Yes,10/15/16," 25,281 ",167349000,223710000,70349723,0,0%," 167,349,000 "," 223,710,000 "," 70,349,723 ", 57 ,Tulare Lake
Lemoore  City of,Yes,9/15/16," 25,325 ",200265000,254390000,90670822,0,0%," 200,265,000 "," 254,390,000 "," 90,670,822 ", 60 ,Tulare Lake
Lemoore  City of,Yes,8/15/16," 25,325 ",237197000,282965000,121203602,0,0%," 237,197,000 "," 282,965,000 "," 121,203,602 ", 49 ,Tulare Lake
Lemoore  City of,Yes,7/15/16," 25,325 ",240570000,296652000,0,0,0%," 240,570,000 "," 296,652,000 ", Null , 66 ,Tulare Lake
Lemoore  City of,Yes,6/15/16," 25,325 ",222787000,291387000,73626297,,0%," 222,787,000 "," 291,387,000 "," 73,626,297 ", 67 ,Tulare Lake
Lemoore  City of,Yes,5/15/16," 25,325 ",197782000,262385000,73508503,,28%," 197,782,000 "," 262,385,000 "," 73,508,503 ", 63 ,Tulare Lake
Lemoore  City of,Yes,4/15/16," 25,325 ",155768000,211201000,63513547,,28%," 155,768,000 "," 211,201,000 "," 63,513,547 ", 59 ,Tulare Lake
Lemoore  City of,Yes,3/15/16," 25,281 ",134033000,170017000,69194233,,28%," 134,033,000 "," 170,017,000 "," 69,194,233 ", 48 ,Tulare Lake
Lemoore  City of,Yes,2/15/16," 25,281 ",125631000,129994000,63897563,,32%," 121,298,897 "," 129,994,000 "," 61,694,199 ", 49 ,Tulare Lake
Lemoore  City of,Yes,1/15/16," 25,281 ",124820000,132348000,61614256,,32%," 124,820,000 "," 132,348,000 "," 61,614,256 ", 51 ,Tulare Lake
Lemoore  City of,Yes,12/15/15," 25,281 ",129789000,151140000,76174110,,32%," 129,789,000 "," 151,140,000 "," 76,174,110 ", 41 ,Tulare Lake
Lemoore  City of,Yes,11/15/15," 25,281 ",137032000,159366000,72042183,,32%," 137,032,000 "," 159,366,000 "," 72,042,183 ", 47 ,Tulare Lake
Lemoore  City of,Yes,10/15/15," 25,281 ",141141900,223710000,82828665,,32%," 141,141,900 "," 223,710,000 "," 82,828,665 ", 41 ,Tulare Lake
Lemoore  City of,Yes,9/15/15," 25,281 ",166378300,254390000,106108285,,32%," 166,378,300 "," 254,390,000 "," 106,108,285 ", 36 ,Tulare Lake
Lemoore  City of,Yes,8/15/15," 25,281 ",238810000,282965000,112226403,,32%," 238,810,000 "," 282,965,000 "," 112,226,403 ", 52 ,Tulare Lake
Lemoore  City of,Yes,7/15/15," 25,281 ",238595000,296652000,112372228,,32%," 238,595,000 "," 296,652,000 "," 112,372,228 ", 53 ,Tulare Lake
Lemoore  City of,Yes,6/15/15," 25,281 ",220048000,291387000,84398336,,32%," 220,048,000 "," 291,387,000 "," 84,398,336 ", 62 ,Tulare Lake
Lemoore  City of,Yes,5/15/15," 25,281 ",202603000,262385000,86361030,,NULL," 202,603,000 "," 262,385,000 "," 86,361,030 ", 57 ,Tulare Lake
Lemoore  City of,Yes,4/15/15," 25,281 ",183007000,211201000,,,NULL," 183,007,000 "," 211,201,000 ", Null , 57 ,Tulare Lake
Lemoore  City of,Yes,3/15/15," 25,281 ",162105000,170017000,,,NULL," 162,105,000 "," 170,017,000 ", Null , 57 ,Tulare Lake
Lemoore  City of,Yes,2/15/15," 25,281 ",122433000,136619000,,,NULL," 122,433,000 "," 136,619,000 ", Null , 46 ,Tulare Lake
Lemoore  City of,Yes,1/15/15," 25,281 ",133568000,157273000,,,NULL," 133,568,000 "," 157,273,000 ", Null , 49 ,Tulare Lake
Lemoore  City of,Yes,12/15/14," 25,281 ",132430000,151140000,,,NULL," 132,430,000 "," 151,140,000 ", Null , 46 ,Tulare Lake
Lemoore  City of,Yes,11/15/14," 25,281 ",159366000,172908000,,,NULL," 159,366,000 "," 172,908,000 ", Null , 53 ,Tulare Lake
Lemoore  City of,Yes,10/15/14," 25,281 ",205834000,223710000,,,NULL," 205,834,000 "," 223,710,000 ", Null , 62 ,Tulare Lake
Lemoore  City of,Yes,9/15/14," 25,281 ",227128000,254390000,,,NULL," 227,128,000 "," 254,390,000 ", Null , 58 ,Tulare Lake
Lemoore  City of,Yes,8/15/14," 25,281 ",257037000,282965000,,,NULL," 257,037,000 "," 282,965,000 ", Null , 60 ,Tulare Lake
Lemoore  City of,Yes,7/15/14," 25,281 ",280327000,296652000,,,NULL," 280,327,000 "," 296,652,000 ", Null , 63 ,Tulare Lake
Lemoore  City of,No,6/15/14," 25,281 ",265231000,291387000,,,NULL," 265,231,000 "," 291,387,000 ", Null , 66 ,Tulare Lake
Reedley  City of,Yes,10/15/16," 24,194 ",124.45,145.21,23.91,,0%," 124,450,000 "," 145,210,000 "," 23,910,000 ", 39 ,Tulare Lake
Reedley  City of,Yes,9/15/16," 24,194 ",149.42,181.77,39.82,,0%," 149,420,000 "," 181,770,000 "," 39,820,000 ", 50 ,Tulare Lake
Reedley  City of,Yes,8/15/16," 24,194 ",173.93,228.68,44.37,,0%," 173,930,000 "," 228,680,000 "," 44,370,000 ", 46 ,Tulare Lake
Reedley  City of,Yes,7/15/16," 24,194 ",184.89,228.68,30.97,0,0%," 184,890,000 "," 228,680,000 "," 30,970,000 ", 35 ,Tulare Lake
Reedley  City of,Yes,6/15/16," 24,194 ",156.23,179.15,31.75,,0%," 156,230,000 "," 179,150,000 "," 31,750,000 ", 42 ,Tulare Lake
Reedley  City of,Yes,5/15/16," 24,194 ",122.86,169.65,18.99,,22%," 122,860,000 "," 169,650,000 "," 18,990,000 ", 38 ,Tulare Lake
Reedley  City of,Yes,4/15/16," 24,194 ",94.04,141.05,14.9,,22%," 94,040,000 "," 141,050,000 "," 14,900,000 ", 42 ,Tulare Lake
Reedley  City of,Yes,3/15/16," 24,194 ",70.18,92.45,10.64,,22%," 70,180,000 "," 92,450,000 "," 10,640,000 ", 38 ,Tulare Lake
Reedley  City of,Yes,2/15/16," 24,194 ",65.14,69.24,10.9,,24%," 62,893,793 "," 69,240,000 "," 10,524,138 ", 42 ,Tulare Lake
Reedley  City of,Yes,1/15/16," 24,194 ",64.23,76.57,11.87,,24%," 64,230,000 "," 76,570,000 "," 11,870,000 ", 49 ,Tulare Lake
Reedley  City of,Yes,12/15/15," 24,194 ",68.63,87.29,12,,24%," 68,630,000 "," 87,290,000 "," 12,000,000 ", 42 ,Tulare Lake
Reedley  City of,Yes,11/15/15," 24,194 ",77.03,90.97,21.87,,24%," 77,030,000 "," 90,970,000 "," 21,870,000 ", 54 ,Tulare Lake
Reedley  City of,Yes,10/15/15," 24,194 ",118.52,145.21,30.2,N/A,24%," 118,520,000 "," 145,210,000 "," 30,200,000 ", 47 ,Tulare Lake
Reedley  City of,Yes,9/15/15," 24,194 ",141.12,181.77,32.19,N/A,24%," 141,120,000 "," 181,770,000 "," 32,190,000 ", 45 ,Tulare Lake
Reedley  City of,Yes,8/15/15," 24,194 ",156,193,71,N/A,24%," 156,000,000 "," 193,000,000 "," 71,000,000 ", 46 ,Tulare Lake
Reedley  City of,Yes,7/15/15," 24,194 ",149,228.68,3.36,,24%," 149,000,000 "," 228,680,000 "," 3,360,000 ", 41 ,Tulare Lake
Reedley  City of,Yes,6/15/15," 24,195 ",153.67,179.15,27.2,,24%," 153,670,000 "," 179,150,000 "," 27,200,000 ", 43 ,Tulare Lake
Reedley  City of,Yes,5/15/15," 24,194 ",113.66,169.65,24.42,,NULL," 113,660,000 "," 169,650,000 "," 24,420,000 ", 49 ,Tulare Lake
Reedley  City of,Yes,4/15/15," 24,194 ",105.37,148.94,,,NULL," 105,370,000 "," 148,940,000 ", Null , 47 ,Tulare Lake
Reedley  City of,Yes,3/15/15," 24,194 ",88.32,92.42,,,NULL," 88,320,000 "," 92,420,000 ", Null , 40 ,Tulare Lake
Reedley  City of,Yes,2/15/15," 24,194 ",63,69,,,NULL," 63,000,000 "," 69,000,000 ", Null , 54 ,Tulare Lake
