Supplier Name,Mandatory Restrictions,Reporting Month,Total Population Served,Conservation Standard (starting in June 2015) *Adjusted in March 2016 **Revised in June 2016, REPORTED Total Monthly Potable Water Production Reporting Month ,REPORTED Monthly CII,REPORTED Monthly Ag Use Reporting Month,CALCULATED Total Monthly Potable Water Production Reporting Month Gallons,CALCULATED Total Monthly Potable Water Production 2013 Gallons,CALCULATED Monthly CII Reporting Month,CALCULATED R-GPCD Reporting Month,% Residential Use,Hydrologic Region
Citrus Heights Water District,Yes,6/15/16,65093,0%,1344,67,0,437944317.9,592072042.9,21832045.61,213.1,95,Sacramento River
Citrus Heights Water District,Yes,5/15/16,65093,29%,979,49,0,319008547,522339837.5,15966719.92,147,93,Sacramento River
Citrus Heights Water District,Yes,4/15/16,65093,29%,678,34,0,220927267.5,335626969.8,11078948.52,107.5,95,Sacramento River
Citrus Heights Water District,Yes,3/15/16,67333,29%,518,26,0,168791039.2,267198170.1,8472137.1,76.8,95,Sacramento River
Citrus Heights Water District,Yes,2/15/16,67333,32%,485,24,0,152588357.9,197465964.8,7550764.1,76.9,95,Sacramento River
Citrus Heights Water District,Yes,1/15/16,67333,32%,540,27,0,175959770.6,196488410.5,8797988.53,80.1,95,Sacramento River
Citrus Heights Water District,Yes,12/15/15,67333,32%,520,13,0,169442742,228421850.3,4236068.55,77.1,95,Sacramento River
Citrus Heights Water District,Yes,11/15/15,67333,32%,537,26,0,174982216.3,289681918.6,8472137.1,82.3,95,Sacramento River
Citrus Heights Water District,Yes,10/15/15,67333,32%,919,46,0,299457461.4,422629300.8,14989165.64,136.3,95,Sacramento River
Citrus Heights Water District,Yes,9/15/15,67333,32%,1070,54,0,348661026.9,492035654.8,17595977.06,164,95,Sacramento River
Citrus Heights Water District,Yes,8/15/15,67333,32%,1188,59,0,387111495.3,626938145.6,19225234.19,176.2,95,Sacramento River
Citrus Heights Water District,Yes,7/15/15,67333,32%,1185,59,,386133941,670928088.2,19225234.19,175.7,95,Sacramento River
Citrus Heights Water District,Yes,6/15/15,67333,32%,1065,53,0,347031769.8,592072042.9,17270125.63,163.2,95,Sacramento River
Citrus Heights Water District,Yes,5/15/15,67333,NULL,869,43,0,283164890.1,522339837.5,14011611.36,128.9,95,Sacramento River
Citrus Heights Water District,Yes,4/15/15,67333,NULL,761,,,247972936,335626969.8,Null,116.6,95,Sacramento River
Citrus Heights Water District,Yes,3/15/15,67333,NULL,726,,,236568136,267198170.1,Null,107.7,95,Sacramento River
Citrus Heights Water District,Yes,2/15/15,67333,NULL,511,,,166510079.2,197465964.8,Null,83.9,95,Sacramento River
Citrus Heights Water District,Yes,1/15/15,67333,NULL,570,,,185735313.4,196162559.1,Null,84.5,95,Sacramento River
Citrus Heights Water District,Yes,12/15/14,67333,NULL,563,,,183454353.4,228421850.3,Null,83.5,95,Sacramento River
Citrus Heights Water District,Yes,11/15/14,67333,NULL,682,,,222230673.2,297176501.4,Null,104.5,95,Sacramento River
Citrus Heights Water District,Yes,10/15/14,67333,NULL,1031,,,335952821.2,422629300.8,Null,152.9,95,Sacramento River
Citrus Heights Water District,Yes,9/15/14,67333,NULL,1275,,,415460569.4,491709803.3,Null,195.4,95,Sacramento River
Citrus Heights Water District,Yes,8/15/14,67333,NULL,1477,,,481282557.7,626938145.6,Null,193.7,84,Sacramento River
Citrus Heights Water District,Yes,7/15/14,67475,NULL,1622,,,528531014.6,670928088.2,Null,214.8,85,Sacramento River
Citrus Heights Water District,Yes,6/15/14,67475,NULL,1548,,,504418009,591746191.4,Null,211.8,85,Sacramento River
Burlingame  City of,No,9/15/16,31109,0%,116289797,34563286,,116289797,149219599,34563286,76,61,San Francisco Bay
Burlingame  City of,No,8/15/16,31109,0%,123404611,33576200,,123404611,156953978,33576200,78.1,61,San Francisco Bay
Burlingame  City of,No,7/15/16,31109,0%,121770527,40060555,0,121770527,165877230,40060555,64.4,51,San Francisco Bay
Burlingame  City of,No,6/15/16,31109,0%,113870195,30556050,0,113870195,165840571,30556050,62.2,51,San Francisco Bay
Burlingame  City of,Yes,5/15/16,31109,16%,109141701,26848350,,109141701,142370084,26848350,55.5,49,San Francisco Bay
Burlingame  City of,Yes,4/15/16,31109,16%,87892768,26231000,,87892768,130717859,26231000,47.1,50,San Francisco Bay
Burlingame  City of,Yes,3/15/16,31109,16%,80858152,27558650,,80858152,108745548,27558650,48.6,58,San Francisco Bay
Burlingame  City of,Yes,2/15/16,30282,16%,73376812,26299850,,70846577.1,90907847,25392958.62,49.3,59,San Francisco Bay
Burlingame  City of,Yes,1/15/16,30282,16%,76725494,26736000,,76725494,93317724,26736000,51.5,63,San Francisco Bay
Burlingame  City of,Yes,12/15/15,30282,16%,79932527,,27707300,79932527,108348134,Null,52.5,62,San Francisco Bay
Burlingame  City of,Yes,11/15/15,30282,16%,79356116,29302050,,79356116,116065060,29302050,55.7,64,San Francisco Bay
Burlingame  City of,Yes,10/15/15,30282,16%,101185265,30254200,,101185265,132572552,30254200,61.1,57,San Francisco Bay
Burlingame  City of,Yes,9/15/15,30282,16%,104788954,17129482,,104788954,149219599,17129482,64.2,56,San Francisco Bay
Burlingame  City of,Yes,8/15/15,30282,16%,110660632,35964705,,110660632,156953978,35964705,65.5,56,San Francisco Bay
Burlingame  City of,Yes,7/15/15,30282,16%,108533079,30891800,,108533079,165877230,30891800,64.1,55,San Francisco Bay
Burlingame  City of,Yes,6/15/15,30282,16%,103884729,29918100,,103884729,165840571,29918100,62.2,54,San Francisco Bay
Burlingame  City of,Yes,5/15/15,30282,NULL,107013638,28379500,,107013638,142370084,28379500,71.1,62,San Francisco Bay
Burlingame  City of,Yes,4/15/15,30282,NULL,98688862,,,98688862,130717859,Null,69.5,64,San Francisco Bay
Burlingame  City of,Yes,3/15/15,30282,NULL,100158263,,,100158263,108745548,Null,68.3,64,San Francisco Bay
Burlingame  City of,Yes,2/15/15,30282,NULL,84327239,,,84327239,90907847,Null,63.7,64,San Francisco Bay
Burlingame  City of,Yes,1/15/15,30282,NULL,90806569,,,90806569,93317724,Null,61.9,64,San Francisco Bay
Burlingame  City of,Yes,12/15/14,30282,NULL,82541873,,,82541873,108348134,Null,56.3,64,San Francisco Bay
Burlingame  City of,Yes,11/15/14,30282,NULL,91220967,,,91220967,116065060,Null,64.3,64,San Francisco Bay
Burlingame  City of,Yes,10/15/14,30282,NULL,116177729,,,116177729,132572552,Null,79.2,64,San Francisco Bay
Burlingame  City of,Yes,9/15/14,30282,NULL,118498590,,,118498590,149219599,Null,83.5,64,San Francisco Bay
Burlingame  City of,Yes,8/15/14,30282,NULL,133271204,,,133271204,156953978,Null,90.9,64,San Francisco Bay
Burlingame  City of,Yes,7/15/14,30282,NULL,143463533,,,143463533,165877230,Null,97.8,64,San Francisco Bay
Burlingame  City of,Yes,6/15/14,30282,NULL,124497770,,,124497770,165840571,Null,87.7,64,San Francisco Bay
Orange Vale Water Company,No,9/15/16,16797,0%,438.45,67,,142869558.2,169530721.9,21832045.61,238.2,84,Sacramento River
Orange Vale Water Company,No,8/15/16,16747,0%,518.22,86,,168862726.5,222921478.2,28023222.72,273.2,84,Sacramento River
Orange Vale Water Company,No,7/15/16,16747,0%,540.81,73.58,,176223710.2,240185086.8,23976148,288.5,85,Sacramento River
Orange Vale Water Company,No,6/15/16,16508,0%,465.03,54.1,,151530689.1,206905880.6,17628562.2,263.1,86,Sacramento River
Orange Vale Water Company,No,5/15/16,16495,33%,313.09,38.12,,102020823.3,181531830,12421456.4,169.6,85,Sacramento River
Orange Vale Water Company,No,4/15/16,16483,33%,198.95,21.5,0,64828141.4,104340885.4,7005805.68,115.4,88,Sacramento River
Orange Vale Water Company,No,3/15/16,16480,33%,134.34,12.23,,43774880.7,131344193.2,3985162.95,75.4,88,Sacramento River
Orange Vale Water Company,Yes,2/15/16,14307,36%,122.34,14,,38490020.01,53583008.66,4404612.39,85.5,89,Sacramento River
Orange Vale Water Company,Yes,1/15/16,14283,36%,130.23,15.79,,42435631.34,67346972.93,5145194.03,86.3,90,Sacramento River
Orange Vale Water Company,Yes,12/15/15,14283,36%,135.85,11.4,,44266916.36,69582313.72,3714706.27,90,90,Sacramento River
Orange Vale Water Company,Yes,11/15/15,14283,36%,163.43,25.7,,53253898.71,96429212.79,8374381.67,106.9,86,Sacramento River
Orange Vale Water Company,Yes,10/15/15,14283,36%,298.65,38,,97315528.67,144723652.8,12382354.23,186.8,85,Sacramento River
Orange Vale Water Company,Yes,9/15/15,14283,36%,378.91,53,0,123468364.2,169530721.9,17270125.63,242,84,Sacramento River
Orange Vale Water Company,Yes,8/15/15,14283,36%,426.23,61.68,,138887653.7,222921478.2,20098516.02,266.6,85,Sacramento River
Orange Vale Water Company,Yes,7/15/15,14283,36%,423.13,31.57,0,137877514.3,240185086.8,10287129.55,267.8,86,Sacramento River
Orange Vale Water Company,Yes,6/15/15,14283,36%,373.03,36.45,7.92,121552357.8,206905880.6,11877284.51,238,84,Sacramento River
Orange Vale Water Company,Yes,5/15/15,14283,NULL,280.87,25.4,0,91521890.3,181531830,8276626.25,177.8,86,Sacramento River
Orange Vale Water Company,Yes,4/15/15,14283,NULL,241.99,,,78852786.82,104340885.4,Null,158.3,86,Sacramento River
Orange Vale Water Company,Yes,3/15/15,14283,NULL,230.64,,,75154373.12,131344193.2,Null,151.1,89,Sacramento River
Orange Vale Water Company,Yes,2/15/15,15200,NULL,144.87,,,47206096.23,53583008.66,Null,98.7,89,Sacramento River
Orange Vale Water Company,Yes,1/15/15,15200,NULL,158.91,,,51781050.26,53345137.11,Null,98.9,90,Sacramento River
Orange Vale Water Company,Yes,12/15/14,15200,NULL,153.28,,,49946506.73,69582313.72,Null,93.3,88,Sacramento River
Orange Vale Water Company,Yes,11/15/14,15200,NULL,197.57,,,64378466.43,96429212.79,Null,122.8,87,Sacramento River
Orange Vale Water Company,Yes,10/15/14,15200,NULL,342.02,,,111447705.1,144723652.8,Null,201,85,Sacramento River
Orange Vale Water Company,Yes,9/15/14,15200,NULL,445.79,,,145261307.6,169530721.9,Null,270.8,85,Sacramento River
Orange Vale Water Company,Yes,8/15/14,15200,NULL,523.05,,,170436588.9,240185086.8,Null,343.6,95,Sacramento River
Orange Vale Water Company,Yes,7/15/14,15200,NULL,579.37,,,188788541.3,240185086.8,Null,380.6,95,Sacramento River
Orange Vale Water Company,Yes,6/15/14,15200,NULL,549.16,,,178944569.7,206905880.6,Null,372.8,95,Sacramento River
Dublin San Ramon Services District,No,9/15/16,83227,0%,278.524,52.704,0,278524000,376770000,52704000,75.7,68,San Francisco Bay
Dublin San Ramon Services District,No,8/15/16,82794,0%,293.252,76.615,0,293252000,404050000,76615000,74.8,66,San Francisco Bay
Dublin San Ramon Services District,No,7/15/16,82287,0%,278.183,36.029,0,278183000,412275000,36029000,66.8,61,San Francisco Bay
Dublin San Ramon Services District,No,6/15/16,82025,0%,261.375,42.744,0,261375000,387061000,42744000,63.1,59,San Francisco Bay
Dublin San Ramon Services District,Yes,5/15/16,81593,12%,228.589,35.905,0,228589000,355377000,35905000,55.2,61,San Francisco Bay
Dublin San Ramon Services District,Yes,4/15/16,81285,12%,178.834,28.814,0,178834000,280134000,28814000,56.5,77,San Francisco Bay
Dublin San Ramon Services District,Yes,3/15/16,80986,12%,177.647,29.549,0,177647000,245698000,29549000,52.1,74,San Francisco Bay
Dublin San Ramon Services District,Yes,2/15/16,80782,12%,162.939,30.91,0,157320413.8,191091000,29844137.93,63.7,92,San Francisco Bay
Dublin San Ramon Services District,Yes,1/15/16,80678,12%,170.18,32.356,0,170180000,188382000,32356000,46.7,69,San Francisco Bay
Dublin San Ramon Services District,Yes,12/15/15,80429,12%,171.13,50.865,0,171130000,266545000,50865000,58.2,85,San Francisco Bay
Dublin San Ramon Services District,Yes,11/15/15,80175,12%,182.189,46.411,0,182189000,266545000,46411000,69.2,91,San Francisco Bay
Dublin San Ramon Services District,Yes,10/15/15,79951,12%,225.994,62.511,0,225994000,333483000,62511000,66.1,73,San Francisco Bay
Dublin San Ramon Services District,Yes,9/15/15,79593,12%,227.292,31.14,0,227292000,376294000,31140000,67.4,71,San Francisco Bay
Dublin San Ramon Services District,Yes,8/15/15,79348,12%,232.158,60.991,0,232158000,403864000,60991000,67.9,72,San Francisco Bay
Dublin San Ramon Services District,Yes,7/15/15,79107,12%,226.626,26.119,0,226626000,409069000,26119000,59.3,64,San Francisco Bay
Dublin San Ramon Services District,Yes,6/15/15,78895,12%,220.627,42.854,0,220627000,383728000,42854000,62.7,67,San Francisco Bay
Dublin San Ramon Services District,Yes,5/15/15,78546,NULL,204.487,23.195,0,204487000,354990000,23195000,61.3,73,San Francisco Bay
Dublin San Ramon Services District,Yes,4/15/15,78301,NULL,194.092,,,194092000,279285000,Null,62.1,75,San Francisco Bay
Dublin San Ramon Services District,Yes,3/15/15,78164,NULL,191.673,,,191673000,245631000,Null,44.4,56,San Francisco Bay
Dublin San Ramon Services District,Yes,2/15/15,77868,NULL,158.614,,,158614000,190166000,Null,64.1,88,San Francisco Bay
Dublin San Ramon Services District,Yes,1/15/15,77644,NULL,177.035,,,177035000,187188000,Null,45.5,62,San Francisco Bay
Dublin San Ramon Services District,Yes,12/15/14,79547,NULL,164.835,,,164835000,221879000,Null,61.7,92,San Francisco Bay
Dublin San Ramon Services District,Yes,11/15/14,79275,NULL,180.349,,,180349000,266545000,Null,59.4,78,San Francisco Bay
Dublin San Ramon Services District,Yes,10/15/14,78990,NULL,227.616,,,227616000,333483000,Null,70.6,76,San Francisco Bay
Dublin San Ramon Services District,Yes,9/15/14,78485,NULL,244.429,,,244429000,376770000,Null,73.4,71,San Francisco Bay
Dublin San Ramon Services District,Yes,8/15/14,78262,NULL,259.519,,,259519000,404050000,Null,77.7,73,San Francisco Bay
Dublin San Ramon Services District,Yes,7/15/14,77780,NULL,274.032,,,274032000,412275000,Null,76.5,67,San Francisco Bay
Dublin San Ramon Services District,Yes,6/15/14,77374,NULL,273.076,,,273076000,387061000,Null,94.1,80,San Francisco Bay
Los Angeles Department of Water and Power,Yes,9/15/16,4095158,0%,43346,12137,,14124355955,17386454590,3954858770,78.2,68,South Coast
Los Angeles Department of Water and Power,Yes,8/15/16,4061504,0%,47796,13383,,15574394805,17956694588,4360869648,84.1,68,South Coast
Los Angeles Department of Water and Power,Yes,7/15/16,4061504,0%,46488,13017,,15148181138,17844927548,4241608025,81.8,68,South Coast
Los Angeles Department of Water and Power,Yes,6/15/16,4061504,0%,42782,11979,,13940575750,16135836814,3903374244,77.8,68,South Coast
Los Angeles Department of Water and Power,Yes,5/15/16,4061504,14%,40752,11411,,13279097353,16055025660,3718290634,71.7,68,South Coast
Los Angeles Department of Water and Power,Yes,4/15/16,4074124,14%,37157,10404,,12107661473,14729787906,3390158247,67.4,68,South Coast
Los Angeles Department of Water and Power,Yes,3/15/16,4037395,14%,35837,10034,,11677537589,14005420184,3269593219,63.4,68,South Coast
Los Angeles Department of Water and Power,Yes,2/15/16,4033840,16%,34824,9750,,10956158711,11945061611,3067497916,66,68,South Coast
Los Angeles Department of Water and Power,Yes,1/15/16,4030285,16%,33510,9383,,10919281319,12650204099,3057463940,59.4,68,South Coast
Los Angeles Department of Water and Power,Yes,12/15/15,4026730,16%,36650,10262,,11942454800,13841842768,3343887344,65.1,68,South Coast
Los Angeles Department of Water and Power,Yes,11/15/15,4023175,16%,39271,10966,,12796511390,14237752251,3573286748,72.1,68,South Coast
Los Angeles Department of Water and Power,Yes,10/15/15,4019619,16%,42238,11827,,13763312574,16168421956,3853844827,75.1,68,South Coast
Los Angeles Department of Water and Power,Yes,9/15/15,4016064,16%,41885,11728,,13648287020,17451624876,3821585536,77,68,South Coast
Los Angeles Department of Water and Power,Yes,8/15/15,4012509,16%,45504,12741,,14827543334,17956694588,4151673031,81.1,68,South Coast
Los Angeles Department of Water and Power,Yes,7/15/15,4008954,16%,43231,12105,,14086883041,17844927548,3944431524,77.1,68,South Coast
Los Angeles Department of Water and Power,Yes,6/15/15,4005398,16%,41840,11715,,13633623706,16135836814,3817349467,77.2,68,South Coast
Los Angeles Department of Water and Power,Yes,5/15/15,4001843,NULL,40364,11302,,13152666999,16055025660,3682772828,72.1,68,South Coast
Los Angeles Department of Water and Power,Yes,4/15/15,3998288,NULL,40522,,,13204151525,14729787906,Null,74.9,68,South Coast
Los Angeles Department of Water and Power,Yes,3/15/15,3980202,NULL,40712,,,13266063296,14005420184,Null,73.1,68,South Coast
Los Angeles Department of Water and Power,Yes,2/15/15,3976991,NULL,34526,,,11250346369,11945061611,Null,68.7,68,South Coast
Los Angeles Department of Water and Power,Yes,1/15/15,3973781,NULL,38435,,,12524099597,12650204099,Null,69.1,68,South Coast
Los Angeles Department of Water and Power,Yes,12/15/14,3970571,NULL,33755,,,10999114918,13841842768,Null,60.8,68,South Coast
Los Angeles Department of Water and Power,Yes,11/15/14,3967360,NULL,40582,,,13223702611,14237752251,Null,75.6,68,South Coast
Los Angeles Department of Water and Power,Yes,10/15/14,3964150,NULL,48043,,,15654880107,16168421956,Null,86.6,68,South Coast
Los Angeles Department of Water and Power,Yes,9/15/14,3960940,NULL,47837,,,15587754713,17451624876,Null,89.2,68,South Coast
Los Angeles Department of Water and Power,Yes,8/15/14,3957729,NULL,49167,,,16021137111,17956694588,Null,88.8,68,South Coast
Los Angeles Department of Water and Power,Yes,7/15/14,3954519,NULL,50886,,,16581275714,17844927548,Null,92,68,South Coast
Los Angeles Department of Water and Power,Yes,6/15/14,3951309,NULL,49770,,,16217625522,16135836814,Null,93,68,South Coast
Camrosa Water District,Yes,9/15/16,35783,0%,800,245,,260681141.6,315424181.3,79833599.62,165,68,South Coast
Camrosa Water District,Yes,8/15/16,35783,0%,823,177,,268175724.4,332694307,57675702.58,159.2,66,South Coast
Camrosa Water District,Yes,7/15/16,27037,0%,814,123,93,234938878.9,287726810,40079725.52,221.5,70,South Coast
Camrosa Water District,Yes,6/15/16,35783,0%,758.64,112,84,219832406.7,250253895.9,36495359.82,160.4,70,South Coast
Camrosa Water District,Yes,5/15/16,35783,24%,694,93,90,196814261.9,284142444.3,30304182.71,140.7,69,South Coast
Camrosa Water District,Yes,4/15/16,35783,24%,494,65,49,145003885,232332067.5,21180342.76,109.8,73,South Coast
Camrosa Water District,Yes,3/15/16,35783,24%,479,63,57,137509302.2,209196616.1,20528639.9,101.3,72,South Coast
Camrosa Water District,Yes,2/15/16,35783,32%,494,36,29,146296054.5,153150170.7,11326146.15,121.7,78,South Coast
Camrosa Water District,Yes,1/15/16,34483,32%,338,66,50,93845210.98,169116890.6,21506194.18,73.7,72,South Coast
Camrosa Water District,Yes,12/15/15,35783,32%,564,94,81,157386239.2,202027884.7,30630034.14,113.1,68,South Coast
Camrosa Water District,Yes,11/15/15,35783,32%,642,110,102,175959770.6,193881599.1,35843656.97,129,66,South Coast
Camrosa Water District,Yes,10/15/15,35783,32%,732,104,102,205286399,256119221.6,33888548.41,141.8,66,South Coast
Camrosa Water District,Yes,9/15/15,35783,32%,725,122,120,197140113.3,271434238.7,39753874.09,144.8,66,South Coast
Camrosa Water District,Yes,8/15/15,35783,32%,784,106,73,231680364.6,292288730,34540251.26,161.7,70,South Coast
Camrosa Water District,Yes,7/15/15,35783,32%,678,115,85,193229896.2,287726810,37472914.11,135.6,68,South Coast
Camrosa Water District,Yes,6/15/15,34483,32%,697,108,79,201376181.9,262310398.7,35191954.12,152.6,70,South Coast
